,text_id,text,task_1,task_2
621,hasoc_de_622,"Statt auf das ideologische Geschwafel von Vielfalt und Diversität sollten wir endlich den Schwerpunkt auf eine schlagkräftige und einsatzbereite Truppe setzen, die wieder kämpfen kann und kämpfen will! Eine Armee, die das nicht kann, ist ihr Geld nicht wert! 
",0,NONE
1849,hasoc_de_1850,"Immer wieder was neues. Über die Identität des Täters bestimmt nichts bekannt  alles was Beine hat wird wie es scheint gefickifickit werden   und man kann och noch ein HomeVideo von sich selber machen für Abends dann zum entspannen auf dem Ziegenfell  
",1,PRFN
1429,hasoc_de_1430,"helicoptercrash  in NewYork/ Manhattan manhattanhelicoptercrash  
  USER USER USER USER USER USER USER USER USER  USER USER USER USER USER USER",0,NONE
1465,hasoc_de_1466,"Neuer Bundeswehr Werbeslogan: 'Gas, Wasser, Schießen'  sorgt für den obligatorische Aufschrei der Empörten.    Nein nicht wegen dem 'Schießen', sondern wegen dem Wort 'Gas'.  Haben wir echt keine anderen Probleme?  
 
",0,NONE
1657,hasoc_de_1658,"Wir wünschen Ihnen ein frohes Pfingstfest im Kreis von Familie und Freunden. Nutzen Sie das sommerliche Wetter und unternehmen Sie einen Ausflug in die Natur.  Wir wünschen allen genug Zeit zum Durchatmen.  Herzlichst,  Ihr AfD Social-Media-Team   
 
",0,NONE
2042,hasoc_de_2043,"Islamkritik ist die Feststellung,dass hier in Europa einiges falsch läuft.  Warum reagiert bei solchen Fakten niemand empört?   Das ist doch alles nicht mehr normal..... wenn man Jugendliche fragt kommt nur: Ja ne keine Ahnung,weiss auch nicht. Sie informieren sich auch nicht! 
",0,NONE
423,hasoc_de_424,"Wie der „Spiegel“ die AfD-Russlandverschwörung erfand 
 via USER",0,NONE
2864,hasoc_de_2865,"Säure, ein Tatwerkzeug der Wahl? Leider kein klarer Hinweis auf die Tätergruppe und deren Herkunft! Wetten werden angenommen!  
",0,NONE
2104,hasoc_de_2105,"wenn ehrliche Menschen, RECHTE, Geburtstag feiern: Protokoll eines Gastes… 
 
",0,NONE
506,hasoc_de_507,"Aber wenn ich zu viel Grünzeug esse, produziere ich auch zu viel CO2 
",0,NONE
1064,hasoc_de_1065,"USER USER USER USER Wo lesen Sie Bücherverbrennung? Index = Liste der jugendgefährdenden Schriften.  Was projizieren Sie hier derart besessen? Laut Uni Münster wollten schon 2016 über 800000 Moslems in D unsere Rechtsordnung mit der Scharia ersetzen. Das ist Zersetzung pur! 
",0,NONE
3402,hasoc_de_3403,"Wer Allahu akbar ruft u lange Gewänder trägt, ja: Der darf damit rechnen, dass er polizeilich kontrolliert wird. Was denn sonst, Hr Mazyek?! Keine Entschuldigung nötig! Aber Chemnitz verdient die Entschuldigung. Zum 1000x: Es gab keine Hetzjagdt! Alle wissen das!",0,NONE
1029,hasoc_de_1030,"GRÜNE: Krasses Deutschland 2019, Ein Beitrag der sich jeder ansehen sollte 
",0,NONE
500,hasoc_de_501,"Liegt vielleicht daran, dass sie nicht qualifiziert sind! facepalm 
",0,NONE
1403,hasoc_de_1404,"ob in Bayern oder im Bundestag, die Afd tönt nur, alles besser machen zu wollen, aber sie kann mit Finanzen nicht umgehen!     Das ist kein alternativer Fakt, sondern ein tatsächlicher!     Die AfD und ihr lockerer Umgang mit Geld -Süddeutsche.de 
",0,NONE
2066,hasoc_de_2067,"Vor der Uni-Bibliothek (Jura!). 'Isch, misch, Digger' Gelabere von schmieriger Klientel, die eher in Döner-Laden+unseriöse Sisha Bar statt an die Uni gehört. Danke an die wahnsinnigen Bessermenschen, die  Gesamtschul-Abi+massives Runterfahren unserer Schuldbildung  ermöglichten!",1,OFFN
549,hasoc_de_550,"Ein kluger Kopf. Stimme ihm zu: ohne stringente Migrationsbegrenzung kann die EU zerfallen. 
",0,NONE
557,hasoc_de_558,"USER USER Und die Dame hat noch mehr drauf. Die ist sozusagen vom Fach... ;) hatespeech 
",0,NONE
2470,hasoc_de_2471,"Die SPÖ ist in ihrer Führungsdiskussion schon einen Schritt weiter als die SPD. 
",0,NONE
602,hasoc_de_603,"Man muss solchen Schwachsinn immer wieder zeigen, damit die Leute merken, was sie da eigentlich wählen. 
",0,NONE
442,hasoc_de_443,"Dr. Curio zur 'Studie' der Friedrich-Ebert-Stiftung: 
",0,NONE
1623,hasoc_de_1624,USER USER 'Bildung'.  Ein Doktor der Soziologie oder ein Diplom Sozialpädagoge kann einem Müllman oder einer Kassiererin intellektuell wohl kaum das Wasser reichen.  Nachplappern staatlicher Propaganda ist eben keine intellektuelle Leistung.  Da hilft auch kein Doktor der Altphilologie.,1,OFFN
218,hasoc_de_219,Das kann man sich kaum ausdenken: Laschet (CDU) kritisiert Scholz (SPD) für Kürzungen bei Flüchtlingshilfen.  (Quelle: Spiegel),0,NONE
1983,hasoc_de_1984,"USER Stasifrau Kahane funktioniert nicht mehr? 
",0,NONE
2274,hasoc_de_2275,Die Hetze gegen konservative Parteien ist mitschuldig an den schlimmen Anschlägen auf Gebäude und Personen der AfD NazisRaus,0,NONE
3176,hasoc_de_3177,USER USER Ferkeldiskriminierung!!      So eine Schweinerei!!    Wo ist der Ferkelbeauftragte????    Regierung ?  Merkel ?    Sauereien sind in Merkelstan verboten!,1,OFFN
2591,hasoc_de_2592,"Währenddessen, in der Dritten Welt:    
",0,NONE
3643,hasoc_de_3644,"USER Die AfD hat doch nur ein einziges Thema: Biodeutschsein und daraus Eliteableitung konstruieren. Ende. Wie soll sie sich denn bei Themen verhalten, bei denen Nachdenken gefragt ist? Eben! Gar nicht!",1,OFFN
2639,hasoc_de_2640,"Ganz zum Schluss noch alles verkacken, was wir uns das ganze Jahr lang aufgebaut haben. Das können wir gut. SGEM05",0,NONE
3231,hasoc_de_3232,"Das Allgemeine Krankenhaus (AKH) in Celle und Peine schließt seine Abteilungen Schreibdienste und Archiv und vergibt sie an externe Dienste  18 Mitarbeiter sind davon betroffen  futschi  
",0,NONE
1047,hasoc_de_1048,"Tim: SCHOCKVIDEO vor EU-Wahl!!! TYRANNEI der „Rechtspopulisten“? 
 
",0,NONE
3086,hasoc_de_3087,"USER Amir ist absolut Spitze! Ich habe einiges durch seine Videos lernen können, hat es mega drauf!!",0,NONE
3154,hasoc_de_3155,USER Wette - Strafunfahig wegen Psyche. Der war nur geduldet - nun isser 'halt da',0,NONE
3264,hasoc_de_3265,"Die Süddeutsche Service GmbH ist spezialisiert auf Auslieferung, Montage von Elektrogroßgeräten, TV- und HiFi-Geräten  ein Hauptkunde gab neue Preise für Dienstleistungen vor, die unrentabel sind  von der Insolvenz sind 80 Mitarbeiter betroffen  futschi  
",0,NONE
2103,hasoc_de_2104,"Kind vergewaltigt! Abschiebung? MITNICHTEN! 
 
",0,NONE
1084,hasoc_de_1085,"Die parteilose Abgeordnete Bißmann fängt gestern während ihrer Rede im Parlament in Oesterreich plötzlich an sich ein Kopftuch aufzusetzen. Kann mal bitte jemand Betreuung beantragen! Kopftuchverbot 
",1,OFFN
1074,hasoc_de_1075,"Überraschungen im Mordprozess: Killer und Vergewaltiger aus Kenia will plötzlich erst 17 sein. Und seine Schwester (29) ist jetzt plötzlich seine Mutter.  
",0,NONE
1424,hasoc_de_1425,"Wer sich für konkrete Straftatbestände und die Anteile Deutscher/Nichtdeutscher TV in Sportstätten (Hallen, Arenen und Schwimmbäder) in Sachsen interessiert:     Ich habe das tabellarisch erfasst aus Antwort des USER    Im Bild nur Ergebnis. Die Tabelle ist verdammt breit. 
",0,NONE
1670,hasoc_de_1671,"ehmmm was wollte ich schreiben  blöde Hitze in Sachsen 
",0,NONE
1910,hasoc_de_1911,"Liebe Wählerinnen und Wähler der Partei „Die Grünen“.  Sie werden höflichst gebeten, Ihre Fahrzeuge bis zum 1.6.2019 stillzulegen und zu veräußern. Bitte melden Sie sich auch bei Ihrem Energieversorger ab.  ....Rest ...kommt noch",0,NONE
1211,hasoc_de_1212,"Empfindliche Niederlage für Merkel und Medien: In der Ukraine wurde ihr korrupter Russland-Hasser Poroschenko vernichtend aus dem Amt gejagt!  
 UkraineElections2019",0,NONE
3469,hasoc_de_3470,"Die Durchschnittseinkommen der Franzosen  liegen UNTER denen in  den ärmsten US-Bundesstaaten .  Die GiletsJaunes  wissen, warum sie protestieren...   Europee2019 Macron France EuropaWahl2019 ep2019  
",0,NONE
578,hasoc_de_579,"Soll die Wehrpflicht wieder eingeführt werden? 
",0,NONE
2178,hasoc_de_2179,"Deutsche Hiebe per Post 
 
",0,NONE
1947,hasoc_de_1948,"Frei nach Georg Orwell     
",0,NONE
0,hasoc_de_1,"Frank Rennicke – Ich bin stolz 
 
",0,NONE
1042,hasoc_de_1043,"EU-Wahlkrampf und Geisteskrankheiten in Berlin-Kreuzberg 
",0,NONE
3422,hasoc_de_3423,"Die Schattenseiten der Elektrobatterien:  -Rohstoffe (Kobalt, Lithium, Coltan, Neodym et.)  -CO₂-Ausstoß (Herstellung, Laden)  -Entsorgung/ Recycling  &gt; Kapitel 2, ab 5:43 min.  [Sendung 'auto mobil']  EAutos Emobility ElektroAuto Akku ElektroMobilität  
",0,NONE
3671,hasoc_de_3672,"USER USER 
",0,NONE
811,hasoc_de_812,"USER Genosse, am derzeitigen Zustand der West-SPD ist zurzeizt nichts Heroisches zu entdecken - es wird Zeit, dass die wieder für den Arbeiter kämpfen und nicht für den eigenen Geldbeutel!",0,NONE
2337,hasoc_de_2338,"MMNews: Ramelow, Günther: AfD Bedrohung für Deutschland: Die Ministerpräsidenten von Schleswig-Holstein und Thüringen warnen in einem gemeinsamen Interview vor einem weiteren Erstarken der Rechtspopulisten. Read more... 
",0,NONE
1017,hasoc_de_1018,"Sylvia Stolz tanzt verbotene Gedanken 
",0,NONE
247,hasoc_de_248,"USER Autismus-Form. Nicht tödlich, aber Gretas Fall tödlich nervig.",0,NONE
3593,hasoc_de_3594,USER meine Trauer hält sich in Grenzen....,0,NONE
2948,hasoc_de_2949,"USER ...Respekt Michels Die Leidensfähigkeit, Toleranz sich im eigenen Vaterland alles bieten und nehmen zu lassen und noch die eigenen Wurzeln zu kappen, ist weltweit einmaligSollten Kulturbereicherer bei meinen bloß nicht versuchen...... 
",0,NONE
2284,hasoc_de_2285,"AfD-MdB Ulrich Oehme:  »Erschreckend, dass Scharia-Recht weitaus mehr in nicht-islamischen Ländern des Europarates wie ,  und neuerdings auch in  – wie zum Beispiel die Kinderehe – als Paralleljustiz praktiziert beziehungsweise geduldet wird.«  
",1,HATE
2718,hasoc_de_2719,"Mal sind die Wähler zu blöd, dann sind sie zu alt, dann sind Referenden Mist und nun ne Wahlpflicht. Nur noch bizarr 
",0,NONE
1517,hasoc_de_1518,"USER Der ökologische Waldumbau war mal ein Grünes Thema...lange her,  nichts ist passiert!  Heute sind die GRÜNEN damit beschäftigt, das Thema CO2 zu strapazieren und mit Verboten die Bürger zu gängeln.",0,NONE
650,hasoc_de_651,"Nicole Höchst und Uwe Junge rocken Frankenthal  
",0,NONE
1798,hasoc_de_1799,"Sie bestreiten, daß es ihnen gehört. Nazis müssen es ihnen untergeschoben haben, ohne dass sie es gemerkt haben. Könnte so die Bewährungsstrafe oder das freigesprochen werden begründet sein.?  Natürlich bekommen sie ihr Hab und Gut dann auch zurück 
",0,NONE
2430,hasoc_de_2431,"Polit-Talk – Tim K. – Der tiefe Staat in Deutschland 
 
",0,NONE
2638,hasoc_de_2639,"Das extrem gute Gehör von Walen ist eine Notwendigkeit. Wer etwa bei einem Geigenkonzert 30 Blauwale vor sich hat, ist dann immerhin schon einen Kilometer von der Bühne entfernt.",0,NONE
175,hasoc_de_176,"Krass. Linksextreme wollen sich selbst abschaffen. 
",0,NONE
278,hasoc_de_279,"Lars Klingbeils neue Worthülse, die Entschuldigungsphrase 'da waren wir nicht auf dem Platz'; ein Platzhirsch ist weder er noch die SPD. 
",0,NONE
1041,hasoc_de_1042,"Kategorie C –Antifa Halts Maul– 
 
",1,PRFN
3537,hasoc_de_3538,".  ...    
",0,NONE
1284,hasoc_de_1285,"...was Salvini für das Rating in Italien, ist für den Osten die Afd..!     Ein großer Unsicherheitsfaktor für Investitionen, Rechtssicherheit und Fachkräfte..!    So zerstört man Standorte!     VW-Managerin sorgt sich wegen der AfD um Standort Ostdeutschland 
",0,NONE
831,hasoc_de_832,"Eine komplett ideologisierte Kampagne gerät zunehmend aus dem Ruder.  Klimanotstand FridayForFuture GretaThunberg  
",0,NONE
2420,hasoc_de_2421,"USER 
",0,NONE
1270,hasoc_de_1271,In Finnland 32 Grad in Alaska schmilzt das Eis 2 Monate früher als sonst und in Sibirien hat es gerade fast 30 Grad (!!). Im dortigen Permafrostboden sind Unmengen Methan und CO2 „gespeichert“ und wenn der auftaut... Aber: Klimawandel? Welcher Klimawandel?,0,NONE
691,hasoc_de_692,"Die 'Rechtspopulisten' in Italien wissen wie es geht! Schutz der eigenen Grenzen! 
",0,NONE
2155,hasoc_de_2156,"wer das Tier nicht ehrt…. 
 
",0,NONE
416,hasoc_de_417,"Pressekonferenz mit Dieter Hecking &amp; Florian Kohfeldt | Borussia Mönchen... 
",0,NONE
1192,hasoc_de_1193,"2 Hammer Schlagzeilen auf der Hälfte der B-Zeitung!  ENTSCHULDIGUNG   Kommt IHR eigentlich noch klar?  Liebe fleißigen Deutschen Staatsbürger,habt IHR dafür jahrzehnte geackert/gebuckelt um so als Rentner abgespeist zu werden?  SO VIEL LEERGUT GIBT’S NICHT DASS IHR ALLE SATT WERDET!! 
",0,NONE
217,hasoc_de_218,"Schweizer Medien staunen darüber was in Berlin abgeht:  Arabische Großfamilien bestimmen organisierte Kriminalität mit  Polizei oft machtlos  Viele bekommen Hartz 4 +tragen Rolex  Kriminelle Gelder werden durch Sisha-Bars+Bäckereien sauber gewaschen  
",0,NONE
1825,hasoc_de_1826,"Im linksversifften Chemnitz scheint es inzwischen 'normal' zu sein, wenn 4 syrische Asylschmarotzer die Deutschen Michel halb tot schlagen.  Denn sowas ist unter der SPD-Totfahrer-Bürgermeisterin offensichtlich längst kein Grund mehr, dieses Dreckspack in Haft zu nehmen.  1/2 
",1,OFFN
2107,hasoc_de_2108,"Rechts, Links, Politiker, Europawahl und weiteres 
",0,NONE
1320,hasoc_de_1321,"Das zum Beispiel finde ich jetzt mal ne gute Nachricht: In Deutschland kaufen wieder mehr Menschen  Bücher   
  Buchleser wissen mehr.",0,NONE
3032,hasoc_de_3033,"USER Was solche verstandsbefreite, bildungsferne Vollpfosten hervorbringt, ist die Tatsache das wir schwerst Geistesgestörte nicht mehr in die geschlossene Psychiatrie einweisen, wie es sich gehört, sondern diese ein 24/7 Freilauf haben.",1,OFFN
3734,hasoc_de_3735,USER ,0,NONE
2247,hasoc_de_2248,"In einem Satz bzw. einer Überschrift der ganze Unfug der lebensfremden, satten und bornierten linksliberalen Schickeria zusammengefasst. Meine Oma hätte gesagt: „Was nicht sein darf, das nicht sein kann!“ afd 
",0,NONE
727,hasoc_de_728,"Affäre SPD-Held: Die moralische Uberheblichkeit, die die SPD wie eine Monstranz vor sich her trägt, ist durch nichts zu rechtfertigen! AfDwählen 
",0,NONE
3249,hasoc_de_3250,"Mutmaßlicher Terror-Helfer in Schleswig-Holstein verhaftet. Der Kosovare soll dem Ermittlungsrichter am Bundesgerichtshof (BGH) vorgeführt werden. Dieser entscheidet, ob er in Untersuchungshaft kommt. Pinneberg 
",0,NONE
2895,hasoc_de_2896,USER ,0,NONE
2927,hasoc_de_2928,USER Mich widert dieses Verhalten einfach nur an. Dieses dumme auf dicke Hose machen. Letztlich geht es aber nur weil diese Leute Narrenfreiheit haben und dies auch wissen. Ihnen passiert nichts.,0,NONE
449,hasoc_de_450,"Als jemand, der unter Klarnamen schreibt, an alle, die keine Publizisten sind und deshalb aus Sorge um ihre Existenz anonym twittern müssen: Ich verstehe Sie sehr gut. 
",0,NONE
2406,hasoc_de_2407,"'Schutzsuchende' kommen per Seenotrettung nach Italien  Beantragen dort Asyl  Fahren mit Flixbus nach D  Beantragen auch Asyl  Beziehen so 2x Sozialleistungen  Maßnahme aus D: Alle rein+  'Wir appellieren an Flüchtlinge nicht auch in D Asyl zu beantragen'   
",0,NONE
376,hasoc_de_377,"Allein,diese Fertigstellung einer Flüchtlingsaufnahmestelle in Stendal bis 2022 beweist, dass es sich um geplante Aktionen, die nicht zurück geschraubt werden, handelt     Es ist kein Zufall   Es ist Plan Deutschland und Europa zu zerstören     Wacht endlich auf    Wählt blau 
",0,NONE
1842,hasoc_de_1843,USER USER Genau das wollte ich eben auch schreiben. Ach übrigens mit Stalin funktioniert übrigens bestens...,0,NONE
3797,hasoc_de_3798,USER USER Mal ehrlich - welche Frau will schon einen Schwarzafrikaner? Frau Anne Will bestimmt auch nicht!,1,HATE
2412,hasoc_de_2413,"Ich gehöre zu keiner Partei &amp; manchmal wünsche ich mir, dass alle Diktatorenunterstützer in den Meeresboden befördert werden.",0,NONE
433,hasoc_de_434,"Unfassbar. 
",0,NONE
802,hasoc_de_803,USER Und sie hat auch schon das Kopftuch an. Warum ist er nicht konvertiert?,0,NONE
371,hasoc_de_372,"Er ist noch so jung und doch schon relativ weit, dazu bescheiden; wenn ich da so an Emre Mohr denke, der sein Talent verschleuderte. 
",0,NONE
3132,hasoc_de_3133,"Endlich wird das Thema Elektromobilität auf eine rationale Ebene gehoben. Grüne, Bundesregierung und deutsche Autoindustrie haben bisher offensichtlich frei nach dem Sankt-Floriansprinzip gehandelt: Was kümmert uns die Umwelt in anderen Ländern? 
",0,NONE
2289,hasoc_de_2290,"++ Stigmatisierende Wirkung als Prüffall: Ex-Verfassungsrichter aus NRW kritisiert Verfassungsschutz wegen Umgang mit der AfD! ++  Amt solle seine Arbeit machen - und keine Politik!   
 
",0,NONE
2246,hasoc_de_2247,"Aus Schaden wird man klug - außer in Deutschland, da muss es offenbar erst der Totalschaden sein. Dänemark  gibt Integration als Ziel auf, illegale Einwanderer sollen nur noch abgeschoben werden. dd2502 
",0,NONE
700,hasoc_de_701,"Die grüne Klima-Propaganda hat eine kurzfristige Verhaltensänderung bewirkt! Die Beständigkeit der Panikmache wird sich an der Realität, wie zuvor am Atomkrieg, dem Waldsterben oder dem Ozonloch abarbeiten! Erinnere auch an den Schulzzug! 
",0,NONE
2045,hasoc_de_2046,"Bau einer E-Auto-Batterie erzeugt 17 Tonnen CO2 FridayForFuture Die Gruenen   
",0,NONE
644,hasoc_de_645,"RB Leipzig – FC Bayern:  Bin sehr gespannt! Ich würde es den Sachsen wirklich gönnen!  
",0,NONE
2810,hasoc_de_2811,"Sucht und findet endlich Rebecca, und zwar an den richtigen Orten.  Instagram, Snapchat, Drogenszene Hennigsdorf/Oranienburg.     Danke    findbecci rebecca freeflorian schwager schwagerwars gebtdenschwagerfrei USER 
",0,NONE
2206,hasoc_de_2207,"Alle 'Dieschonlängerhierlebenden', früher Deutsche genannt, werden unter Generalverdacht gestellt, müssen sich legitimieren und für 'Flüchtlinge'/Eindringlinge aufkommen. 
",0,NONE
3528,hasoc_de_3529,"Oops  Das US-Gerichtsjournal USER postete einen unvoreingenommenen Artikel über die Klage v 3,000 Architekten, Ingenieuren,Anwälten, Hinterblieb. gegen FBI, um der Wahrheit der Ereignisse vom 9/11 näher zu kommen.  2 Tage später:   FBI911Lawsuit  
",0,NONE
2529,hasoc_de_2530,Die Älteren werden sich erinnern: vor der Bundestagswahl 2009 wurde die FDP genau absurd überbewertet wie heute die Grünen. Vier Jahre später flog sie aus dem Bundestag. Forsa,0,NONE
2321,hasoc_de_2322,"DWN: Ifo-Institut: Einwohnerzahl Ostdeutschlands sinkt auf Stand von 1905: Die Einwohnerzahl Ostdeutschlands ist auf den tiefsten Stand seit vielen Jahrzehnten gesunken, berichtet das Ifo-Institut. 
",0,NONE
2892,hasoc_de_2893,"USER Das Original ist und bleibt die Afd, auch wenn mittlerweile fast alle sogenannten ehemaligen etablierten Parteien auf den Afd Zug aufspringen wollen. Den anderen Parteien glaube ich kein Wort mehr.",0,NONE
3428,hasoc_de_3429,"USER Wettervorhersage in ARD USER  Niedersachsen und Kiel mit  26 °C  DUNKELROT (!)  ... Ich hoffe, Sie bemerken ein klein wenig wie  hier manipuliert wird (und das ist nur grafisch).  Sommertemperaturen, die in meiner Kindheit  [80er Jahre] ganz NORMAL waren (niemals dunkelrot). 
",0,NONE
246,hasoc_de_247,"Der heutige furchtbare Einzelfall kommt aus England: Frau wird an ihren Haaren(!) aus dem 11. Stock gehalten+nach Überlebenskampf fallen gelassen!! Unsere Medien verschweigen Infos. Englische Medien: Verdächtiger ist 'african guy'!  metoo Glasgow RIP   
",0,NONE
3446,hasoc_de_3447,"USER USER USER USER Auf sie ist ein Kopfgeld von 5 Mio.$ ausgesetzt, für Auslieferung an USA. USER  ( weigert sich)  In Jordanien u. anderen arab. Ländern als 'Heldin' gefeiert.  AhlamTamimi tötete 15, davon 7 Kinder.  via USER Vater eines Opfers: Malki.  
",0,NONE
734,hasoc_de_735,"++ Nur noch  TAGE: RETWEETEN und damit die AfD unterstützen! ++  Die EUWahl steht kurz vor der Tür: Mobilisieren Sie bitte Freunde, Bekannte, Verwandte &amp; Arbeitskollegen - es geht um unsere Souveränität in der EU!   Am Sonntag Demokratie und Freiheit wählen!  Europawahl2019 
",0,NONE
505,hasoc_de_506,"Simone Peter (Grün) löscht einen von mir kritisierten Tweet und blockt meinen Account - keine Argumente?`  AfD * 
",0,NONE
1659,hasoc_de_1660,"so was von WAHR 
",0,NONE
794,hasoc_de_795,"Die Islamisierung unserer Gesellschaft schreitet schier unaufhaltsam voran! Der Gast hat sich dem Gastgeber anzupassen und nicht umgekehrt! Eltern, schützt die Zukunft Eurer Kinder!  AfDwählen 
",0,NONE
1551,hasoc_de_1552,"USER 'immer noch'?    Nein Leute, auch weiterhin!    Manche andere können machen was sie wollen, aber deswegen lasse ich mich nicht zwingen, es gut zu finden.    Ich finde es nicht gut und das bleibt auch so!",0,NONE
3650,hasoc_de_3651,"USER Vielleicht einer von denen, dessen Lebensplanung nicht aufgegangen ist und jetzt einen Schuldigen braucht.",0,NONE
3464,hasoc_de_3465,"Europäisches Parlament 2019 - 2024  EuropeanParliament 2019 - 2024  Europawahl2019 EUelections2019  ep2019 Europee2019 vorläufiges Ergebnis  
",0,NONE
3662,hasoc_de_3663,"USER USER Au weia, da ist dem Brandner ein Fehler unterlaufen: Er hat aus Versehen Deutschland ... ... geschrieben....es muss aber Dank ... heissen.",0,NONE
108,hasoc_de_109,"
",0,NONE
3546,hasoc_de_3547,"Antisemitismus unter muslimisch-arabischen Jugendlichen: 'Du Jude!' als Schimpfwort 
",0,NONE
1720,hasoc_de_1721,"Huch, Kim Jong Merkel, der Zonenlurch. 
",1,OFFN
3019,hasoc_de_3020,"USER USER solche SATANSBRATEN!! haut doch ab und kämpft in EUREN Ländern im KRiEG für eire frauen, eure land usw und NICHT unschuldige die NIX getan haben!!! od genießt den Frieden weshalb ihr ja angeblich her kommen seids und BENEHMT euch wie MENSCHEN und NICHT wie TIERE!! ",1,OFFN
3438,hasoc_de_3439,"Chebli auf dem Weg zum Breitscheid Platz. 
",0,NONE
3583,hasoc_de_3584,USER Diese 12 Frsuen... sind das „Flüchtlingshelferinnen“?,1,OFFN
543,hasoc_de_544,"Hannelore Kraft im U-Ausschuss zu Köln erwartet - Das große Schweigen nach Silvester 
",0,NONE
1609,hasoc_de_1610,"Wenn im Stammbaum, welcher kreisförmig ist, auch noch ne Ziege vorkommt.     
",0,NONE
3738,hasoc_de_3739,USER Ein super Tweet. ,0,NONE
3089,hasoc_de_3090,"USER Das, was in der Freiluftklapse Schland praktiziert wird, kann nicht mehr verharmlosend als 'Einwanderung' bezeichnet werden. Umsiedlung paßt angesicht der Begleitumstände und Vorgehensweisen eher.",1,OFFN
3053,hasoc_de_3054,USER Impfschäden in Massen!!!,0,NONE
798,hasoc_de_799,"Twitter flext rasant Konservative u Regierungskritiker weg. Bitte folgt auch USER Sie schreibt weiter, wenn Louisa weg ist! Vielen Dank! ff",0,NONE
969,hasoc_de_970,"Spitzenwissenschaftler tritt zurück: 'Die globale Erwärmung ist ein Billionen-Dollar-Betrug - viele Wissenschaftler haben sich verdorben' 
",0,NONE
1702,hasoc_de_1703,"die guten alten Zeiten  ein Mohr war eben noch ein Mohr  warum also was ändern was so lange eben schon normal ist 
",1,OFFN
612,hasoc_de_613,"Ob die politische Neigung eines Politjournalisten etwas mit seiner Arbeit zu tun hat? 
",0,NONE
1765,hasoc_de_1766,"Eine Koryphäe....  Harvard kann sooooooooooo Stolz sein  
",0,NONE
2323,hasoc_de_2324,"ef:'Alternative Nachrichten Folge 264: Grillfest. Volksherrschaft. Abspaltung. Internetzensur. Mieterhöhung. Gold.: Alternative Nachrichten Folge 264: Grillfest. Volksherrschaft. Abspaltung. Internetzensur. Mieterhöhung. Gold. 
 '",0,NONE
985,hasoc_de_986,"Auf arte zu Empfehlen!  'Das schöne Leben''  1 Yacht,8 Schlösser also riesiges Vermögen!  Sekräterin wird Persönliche Sekretärin und taucht ins Yet Zet ein!  Mal was anderes als immer nur Tristes!",0,NONE
485,hasoc_de_486,USER USER USER Nur die Lüge braucht die Stütze der Staatsgewalt. Die Wahrheit steht von alleine aufrecht.   T. Jefferson,0,NONE
3178,hasoc_de_3179,"Feine Sahne Fischfilet Konzert mit Unterstützung von Polizisten durchgesetzt. Zur Erinnerung, das ist die Band die singt: „Die Bullenhelme, die sollen fliegen. Eure Knüppel kriegt ihr in die Fresse rein!“ 
",1,OFFN
3363,hasoc_de_3364,"Für muslimische Schüler in Österreich gibt es die Möglichkeit, sich zusätzliche schulfreie Tage zu nehmen. Das Ministerium empfiehlt allen Bildungsdirektionen, 'die Erlaubnis zum Fernbleiben vom Unterricht zu erteilen'. Islamisierung 
",0,NONE
1564,hasoc_de_1565,"USER Schon mal darüber nachgedacht, warum der mitteldeutsche Rundfunk 'MDR' heißt, ihr Schlaumeier... Natürlich war der östliche Teil hinter der Oder/Neisse-Grenze früher deutsch. Das ist doch nichts mehr, als eine historisch korrekte Feststellung und nicht der Aufregung wert. ",0,NONE
258,hasoc_de_259,"Gerade im Radio (aka quasi dem 'sozialistischen Einheitsradio') gehört: Soros warnt! Auf Europa käme wegen der Europawahl eine Krise zu! Die Menschen müssen endlich aufwachen! Seine einzige Hoffnung sind die deutschen Grünen!  Nein, danke! ",0,NONE
386,hasoc_de_387,"JETZT AUCH IN Heidelberg : Die 'bunte' Art, Hochzeiten mit Schüssen auf der Straße zu feiern. Die Linken und Grünen haben sich ja schon lange auf dieses 'drastisch geänderte Deutschland gefreut. NurdieAfD 
",0,NONE
2464,hasoc_de_2465,"Seit Tagen wird verbal auf die USER eingeprügelt. Ganz vorne mit dabei: Der Rassismusvorwurf.   Ja, gerade dieses Bild ist sehr verstörend. Dachte auch erst: „Geht gar nicht!“   Aber direkt die Rassismuskeule zu schwingen, fand ich zu einfach.  Folgendes ist passiert: 
",0,NONE
2840,hasoc_de_2841,"Anklage? Wozu? Ab in den nächsten Flieger!  Lampertheim 
",0,NONE
3056,hasoc_de_3057,USER Da muss man sich zwischen Kulturaustausch und CO2-Emissionen entscheiden? So ein Mist aber auch...,0,NONE
1803,hasoc_de_1804,"Polizisten riskieren ihr Leben für eine völlig missratenen Asylpolitik 
",0,NONE
2741,hasoc_de_2742,"Rodgau: Behinderte in Obdachlosenheim abgeschoben - Und Flüchtlinge bekommen Reihenhäuser verrückt  
",1,HATE
842,hasoc_de_843,"USER Wartet´s mal ab, das wird noch viel schlimmer! Die benehmen sich jetzt schon so, als würde alles ihnen gehören und verachten alle Deutschen, die für ihr Land gearbeitet haben. Schuld daran sind die Links-Grünen-Wähler.",0,NONE
209,hasoc_de_210,USER Toll.,0,NONE
3566,hasoc_de_3567,USER USER Stimmt! Nach DEUTSCHLAND ,0,NONE
